Variables,id_label,label
VS3C_45_*,9,No hay zonas sin iluminación que son peligrosas
VS3C_45_*,10,Faltan zonas de alumbrados/Falta iluminación
VS3C_45_*,11,A veces se dañan las bombillas y no las arreglan rápido
VS3C_45_*,12,Falta mantenimiento
VS3C_45_*,89,Otros
VS3C_45_*,90,Nada
VS3C_45_*,92,No Sabe / No Responde
VS3C_45_*,93,No responde
VS4,1,Muy insatisfecho
VS4,2,Algo insatisfecho
VS4,3,Ni satisfecho ni insatisfecho
VS4,4,Algo satisfecho
VS4,5,Muy satisfecho
VS4,92,No Sabe / No Responde
VS4A_12,1,Están descuidados/ falta mantenimiento
VS4A_12,2,Falta de aseo/ están sucios
VS4A_12,3,Faltan juegos para los niños/ el parque no tiene juegos
VS4A_12,4,Hay pocos parques/ faltan parques
VS4A_12,5,Hay viciosos/ drogadictos/ gamines
VS4A_12,6,La personas son descuidadas con estos sitios/No cuidan
VS4A_12,7,Los parques son inseguros
VS4A_12,8,Los que hay están en mal estado
VS4A_12,9,No hay parques
VS4A_12,10,No hay zonas verdes
VS4A_12,11,"Los parques permanecen con: viciosos, delincuentes, gamines"
VS4A_12,12,Hay pocas zonas verdes
VS4A_12,13,Mal estado de las zonas verdes / graves
VS4A_12,14,Las playas están muy sucias / descuidadas
VS4A_12,15,No hay zonas de recreación
VS4A_12,16,No hay zonas deportivas / canchas
VS4A_12,17,Hace falta inversión en estos temas
VS4A_12,18,Los parques que hay están en mal estado
VS4A_12,19,Los parques quedan lejos
VS4A_12,20,Falta ayuda por parte del gobierno
VS4A_12,21,La canchas están en mal estado
VS4A_12,22,Solo hay una cancha
VS4A_12,23,"Falta de adecuación de las playas( iluminación, aseo, infraestructura)"
VS4A_12,24,Faltan canchas o zonas deportivas/Las que hay son privadas
VS4A_12,25,No hay canchas publicas
VS4A_12,26,Las cogen como parqueadero
VS4A_12,27,Falta alumbrado publico
VS4A_12,28,Los que hay son parques privados / Cobran la entrada
VS4A_12,29,Los parque son muy lejanos / en otros barrios
VS4A_12,30,No hay espacio para hacer parques
VS4A_12,31,Estos sitios son feos
VS4A_12,32,Falta organización en los sitios / Hay desorden
VS4A_12,33,Son malos  pésimos
VS4A_12,34,Hay unos parques sin terminar
VS4A_12,35,En lugar de arreglarlos los dañaron más
VS4A_12,36,Le quitaron una parte al parque
VS4A_12,37,Son pequeños
VS4A_12,38,Faltan árboles
VS4A_12,39,La gente es la que se encarga de cuidar las zonas verdes
VS4A_12,40,El parque es un pantano
VS4A_12,50,Hay buenos parques/ zonas verdes
VS4A_12,51,Los parques son limpios
VS4A_12,52,No hay / no tenemos
VS4A_12,53,Las playas son inseguras
VS4A_12,54,Las playas están llenas de vendedores
VS4A_12,55,Aspecto positivos: Las playas son limpias
VS4A_12,56,Las zonas deportivas están en mal estado
VS4A_12,89,Otro. ¿Cuál?
VS4A_12,90,Ninguno
VS4A_12,91,No Recuerda
VS4A_12,92,No Sabe / No Responde
VS4A_12,93,No responde
VS4A_12,94,Cualquiera
VS4A_12,95,Todos
VS4A_12,96,No aplica
VS4A_123,1,No hay elementos de juego para niños/ columpios en los parques
VS4A_123,2,Mal estado de los elementos de juego
VS4A_123,3,No hay pasto/ pasto en mal estado
VS4A_123,4,No hay árboles/ árboles en mal estado
VS4A_123,5,No hay canchas deportivas/ mal estado de las canchas
VS4A_123,6,Poca iluminación
VS4A_123,7,Inseguridad en parques y zonas verdes
VS4A_123,8,Espacios muy pequeños
VS4A_123,9,Falta de mantenimiento
VS4A_123,10,Faltan mas zonas verdes
VS4A_123,11,Faltan  mas parques
VS4A_123,12,Suciedad
VS4A_123,13,Muchos drogadictos / Viciosos
VS4A_123,14,La gente saca sus mascotas y no recoge la suciedad
VS4A_123,18,No hay acceso a ellos
VS4A_123,19,Muchos indigentes / Gamines
VS4A_123,20,Están restringidos su acceso
VS4A_123,21,Están en mal estado / Deteriorados
VS4A_123,22,Inseguridad/ mal ejemplo por viciosos en los parques
VS4A_123,23,Acoso de vendedores ambulantes
VS4A_123,24,Inseguridad en las playas
VS4A_123,25,Falta recreación para los niños / Más actividades
VS4A_123,26,Falta apoyo de la alcaldía para conservarlo
VS4A_123,89,Otros cuáles?
VS4A_123,90,Ninguno
VS4A_123,91,No Recuerda
VS4A_123,92,No Sabe / No Responde
VS4A_123,93,No responde
VS4A_123,94,Cualquiera
VS4A_123,95,Todos
VS4A_123,96,No aplica
VS4A_3,1,Están descuidados/ falta mantenimiento
VS4A_3,2,Falta de aseo/ están sucios
VS4A_3,3,Faltan juegos para los niños/ el parque no tiene juegos
VS4A_3,4,Hay pocos parques/ faltan parques
VS4A_3,5,Hay viciosos/ drogadictos/ gamines
VS4A_3,6,La personas son descuidadas con estos sitios
VS4A_3,7,Los parques son inseguros
VS4A_3,8,Los que hay están en mal estado
VS4A_3,9,No hay parques
VS4A_3,10,No hay zonas verdes
VS4A_3,11,Al parque le hace falta mantenimiento
VS4A_3,12,Los parques no tienen iluminación
VS4A_3,13,Hay pocas zonas verdes / faltan zonas verdes
VS4A_3,14,Se necesita mantenimiento
VS4A_3,15,No hay zonas deportivas
VS4A_3,16,No hay nada de eso
VS4A_3,17,Hay mucha contaminación
VS4A_3,18,No se tiene una buena seguridad
VS4A_3,19,El gobierno no hace nada de este tema / falta seguimiento por parte del gobierno
VS4A_3,20,Las canchas están en mal estado
VS4A_3,21,Solo hay canchas
VS4A_3,22,Están desarrollando campañas para la recuperación de estas zonas
VS4A_3,23,Estos sitios están muy lejos
VS4A_3,24,Los Hoteles se quieren apoderar de las playas
VS4A_3,25,Falta mejorar en el tema
VS4A_3,26,Los parques son pequeños
VS4A_3,28,Hay zonas que están buenas
VS4A_3,29,Están muy lejanos
VS4A_3,30,"Hay pocos parques, canchas, zonas verdes, de recreación o deportivas"
VS4A_3,31,Faltan canchas o zonas deportivas/Las que hay son privadas
VS4A_3,32,No hay canchas publicas
VS4A_3,33,Las cogen como parqueadero
VS4A_3,34,Falta alumbrado publico
VS4A_3,35,Por el mal estado de las zonas verdes
VS4A_3,36,Estas zonas están privatizadas
VS4A_3,37,Hay muchos parques
VS4A_3,38,Hay pocos árboles
VS4A_3,39,Hay muchas zonas verdes
VS4A_3,40,Las zonas verdes necesitan ser podadas
VS4A_3,41,Falta organización / Hay desorden
VS4A_3,42,Son feos/Desagradables
VS4A_3,43,Podan el pasto
VS4A_3,44,Los parques son bonitos
VS4A_3,45,Estos sitios tienen malos olores
VS4A_3,50,Hay buenos parques/ zonas verdes
VS4A_3,51,Los parques son limpios
VS4A_3,52,El parque no tiene implementos para el juego
VS4A_3,53,Las playas permanecen sucias
VS4A_3,54,No hay zonas de recreación
VS4A_3,55,Falta inversión en ellos
VS4A_3,56,Algunos parques se están arreglando
VS4A_3,57,Falta arreglos / reparaciones
VS4A_3,58,En el parque se la pasan los novios
VS4A_3,59,Los parques buenos son los del norte
VS4A_3,60,La comunidad unida puede sacar los parques adelante
VS4A_3,61,No hay entidades de vigilancia para estos sitios
VS4A_3,62,Los parques están en mal estado
VS4A_3,63,Al parque le hace falta mantenimiento
VS4A_3,89,Otro. ¿Cuál?
VS4A_3,90,Ninguno
VS4A_3,91,No Recuerda
VS4A_3,92,No Sabe / No Responde
VS4A_3,93,No responde
VS4A_3,94,Cualquiera
VS4A_3,95,Todos
VS4A_3,96,No aplica
VS4A_45,1,Los parques están en buen estado/ bonitos
VS4A_45,2,Hay parques/ zonas verdes/ zonas deportivas
VS4A_45,3,Los parques son limpios
VS4A_45,4,Hay mantenimiento/ están cuidados
VS4A_45,5,Hay sitios para la recreación/ diversión
VS4A_45,6,Han mejorado los parques/ zonas verdes
VS4A_45,7,Son seguros/ Están vigilados
VS4A_45,8,Tienen buena iluminación
VS4A_45,9,No hay zonas verdes
VS4A_45,10,Se están reconstruyendo estas zonas / arreglando
VS4A_45,11,Tienen canchas
VS4A_45,12,Han mejorado
VS4A_45,13,Han mejorado las zonas deportivas
VS4A_45,15,Están bien cuidados / la gente ayuda a cuidar
VS4A_45,17,La calles están alumbradas
VS4A_45,19,No hay parques
VS4A_45,20,Es seguro
VS4A_45,21,Hay limpieza en estos sitios
VS4A_45,22,Hay suficientes en al ciudad
VS4A_45,23,Hay parques para niños
VS4A_45,26,No hay zonas deportivas
VS4A_45,27,Están organizados
VS4A_45,28,Faltan atracciones para recrearse en los parques
VS4A_45,29,Esta en buen estado
VS4A_45,31,Son sitios pequeños
VS4A_45,32,Faltan mas parques/Zonas verdes
VS4A_45,33,Hay bastantes parques
VS4A_45,34,Son sitios bonitos/Agradables
VS4A_45,35,Hay juegos para los niños
VS4A_45,36,No hay /Hay pocos parques / zonas verdes y deportivas
VS4A_45,37,No hay mantenimiento / esta descuidado
VS4A_45,50,No están en buen estado
VS4A_45,51,Hay pocos parques/ Faltan más espacios
VS4A_45,52,Falta mantenimiento
VS4A_45,53,Los parques no propios
VS4A_45,54,Son inseguros
VS4A_45,55,Falta mejorar la recolección de basuras en los parques
VS4A_45,56,Falta mejorar la seguridad en los parques/Falta vigilancia
VS4A_45,57,Se necesita mas seguridad
VS4A_45,58,Hay playas bonitas
VS4A_45,59,Se pueden mejorar
VS4A_45,60,No hay zonas verdes
VS4A_45,61,Las playas están limpias
VS4A_45,62,Hay zonas deportivas
VS4A_45,63,Hay playas cerca
VS4A_45,64,Las playas están descuidadas
VS4A_45,65,Hay seguridad
VS4A_45,66,Los parques que hay están en mal estado
VS4A_45,67,Falta arreglar algunos
VS4A_45,68,No hay zonas de recreación
VS4A_45,69,Los parques están sucios
VS4A_45,70,en algunos parques hay que pagar
VS4A_45,71,Falta atención por parte de la administración
VS4A_45,72,se necesita inversión
VS4A_45,73,Ir a sitios deportivos ayuda a alejarse de los vicios
VS4A_45,74,En el parque hay delincuentes/viciosos
VS4A_45,75,Ayudan a mejorar la imagen de la ciudad
VS4A_45,76,La comunidad no cuida los parques
VS4A_45,77,Hay juegos para los niños en los parques
VS4A_45,78,Buen mantenimiento
VS4A_45,79,Hay seguridad en los juegos
VS4A_45,80,Hay buenos parques
VS4A_45,81,Hay bastantes zonas verdes / amplias zonas verdes
VS4A_45,82,Las zonas verdes están bien podadas
VS4A_45,83,Buena arborización / tiene árboles
VS4A_45,84,Son amplios / grandes
VS4A_45,85,Aspectos negativos: no hay árboles / falta luz
VS4A_45,86,Construyeron nuevos parques
VS4A_45,87,No hay cerca / queda muy lejos
VS4A_45,88,Falta organización / hay desorden
VS4A_45,89,Otro. ¿Cuál?
VS4A_45,90,Ninguno
VS4A_45,91,No Recuerda
VS4A_45,92,No Sabe / No Responde
VS4A_45,93,No responde
VS4A_45,94,Cualquiera
VS4A_45,95,Todos
VS4A_45,96,No aplica
VS4B,1,Si
VS4B,2,No
VS4B,92,No Sabe / No Responde
VS4C,1,Muy Malo
VS4C,2,2
VS4C,3,3
VS4C,4,4
VS4C,5,Muy Bueno
VS4C,92,No Sabe / No Responde
VS4C_123,1,No hay elementos de juegos para los niños / Columpios en los parques / Faltan más juegos
VS4C_123,2,Mal estado de los elementos de juego
VS4C_123,3,No hay pasto / Pasto en mal estado
VS4C_123,4,No hay árboles / árboles en mal estado /
VS4C_123,5,No hay canchas deportivas / Mal estado de las canchas
VS4C_123,6,Poca iluminación
VS4C_123,7,Inseguridad en parques y zonas verdes
VS4C_123,8,Espacios muy pequeños
VS4C_123,9,Falta de mantenimiento
VS4C_123,10,Falta mas zonas verdes
VS4C_123,11,Faltan mas parques / Quedan muy retirados
VS4C_123,12,Suciedad / Falta aseo
VS4C_123,13,Muchos drogadictos / Viciosos
VS4C_123,14,La gente saca sus mascotas y no recoge la suciedad / Perros sin bozal
VS4C_123,18,No hay acceso a ellos
VS4C_123,19,Muchos indigentes / Gamines
VS4C_123,20,Están restringidos su acceso
VS4C_123,21,Están en mal estado/ Deteriorados
VS4C_123,22,Inseguridad / Mal ejemplo por viciosos en los parques
VS4C_123,23,Acoso de vendedores ambulantes
VS4C_123,24,Inseguridad en las playas
VS4C_123,25,Falta recreación para los niños / Más actividades / No hay programas para los niños
VS4C_123,26,Falta apoyo de la alcaldía para conservarlo
VS4C_123,27,Difícil acceso pues los parques se encuentran con candado
VS4C_123,89,Otros
VS4C_123,90,Ninguno
VS4C_123,91,No Recuerda
VS4C_123,92,No Sabe / No Responde
VS4C_123,93,No Responde
VS4C_123,94,Cualquiera
VS4C_123,95,Todos
VS4C_123,96,No Aplica
VS4C_123,97,Ningún Otro
VS4C_45_*,1,Suficientes elementos de juego para niños/columpios
VS4C_45_*,2,Buen estado de los elementos de juego
VS4C_45_*,3,Hay suficiente pasto y se encuentra bien cuidado
VS4C_45_*,4,Hay suficientes arboles/arboles en buen estado
VS4C_45_*,5,Hay canchas deportivas/buen estado de las canchas
VS4C_45_*,6,Iluminación adecuada
VS4C_45_*,7,Los parques y zonas verdes son limpios
VS4C_45_*,8,Espacios amplios
VS4C_45_*,9,Hay buen mantenimiento
VS4C_45_*,10,Los parques y zonas verdes son limpios
VS4C_45_*,11,Hay suficientes parques
VS4C_45_*,12,Hay suficientes zonas verdes
VS4C_45_*,13,Falta elementos de juegos para los niños
VS4C_45_*,14,Falta mantenimiento
VS4C_45_*,15,Falta seguridad
VS4C_45_*,16,Faltan parques
VS4C_45_*,17,Mucho drogadicto/mariguanero
VS4C_45_*,18,Tiene polideportivo
VS4C_45_*,19,Los perros ensucian los parques
VS4C_45_*,20,No hay arboles/Faltan zonas verdes
VS4C_45_*,21,La comunidad los arregla/Tiene bien cuidados
VS4C_45_*,22,Falta iluminación
VS4C_45_*,23,Falta cuidado de la gente
VS4C_45_*,89,Otros
VS4C_45_*,90,Nada
VS4C_45_*,92,No Sabe / No Responde
VS4C_45_*,93,No responde
VS4D_*,1,No hay elementos de juego para niños/ columpios
VS4D_*,2,Mal estado de los elementos de juego
VS4D_*,3,No hay pasto/ pasto en mal estado
VS4D_*,4,No hay arboles/ arboles en mal estado
VS4D_*,5,No hay canchas deportivas/ mal estado canchas
VS4D_*,6,Poca iluminación
VS4D_*,7,Inseguridad
VS4D_*,8,Espacios muy pequeños
VS4D_*,9,Falta de mantenimiento
VS4D_*,10,Suciedad
VS4D_*,89,Otros cuáles ?
VS4D_*,93,No responde
VS5,1,Muy insatisfecho
VS5,2,Algo insatisfecho
VS5,3,Ni satisfecho ni insatisfecho
VS5,4,Algo satisfecho
VS5,5,Muy satisfecho
VS5,92,No Sabe / No Responde
VS5A_12,1,Están en mal estado/ deteriorados/ con huecos
VS5A_12,2,Están obstaculizados por vehículos/ vendedores ambulantes/ pasto/ barro
VS5A_12,3,Falta construir más andenes
VS5A_12,4,Falta construir más separadores
VS5A_12,5,Hay inseguridad/ peligro para los peatones
VS5A_12,6,No hay andenes
VS5A_12,7,No hay por donde caminar/ no hay espacio público
VS5A_12,8,No hay separadores
VS5A_12,9,No les hacen mantenimiento/ falta hacer arreglos/ faltan reparaciones
VS5A_12,10,Son angostos/ son estrechos
VS5A_12,11,Son muy altos/ difíciles para las personas de la tercera edad o con discapacidad
VS5A_12,12,Tienen muchos huecos
VS5A_12,13,Falta construir más
VS5A_12,14,Los andenes los tiene que hacer el dueño de casa
VS5A_12,15,Las empresas públicas los rompen
VS5A_12,16,Están sucios / Llenos de basura
VS5A_12,17,No son funcionales
VS5A_12,18, Están pavimentando la zona verde de los andenes
VS5A_12,19, No se hace mantenimiento a la zona verde de los andenes
VS5A_12,20,No se hace mantenimiento a la zona verde de los andenes
VS5A_12,21,No están bien hechos / terminados
VS5A_12,22,Falta organización en las calles / Hay desorden
VS5A_12,23,Los andenes son muy lisos / resbaladizos
VS5A_12,24,Están desnivelados
VS5A_12,25,Por este sitio no se necesitan
VS5A_12,26,Cierran los andenes con rejas
VS5A_12,27,No hay señalización / semáforos
VS5A_12,28,Hay muchas escaleras
VS5A_12,29,Los están arreglando
VS5A_12,30,No se terminan las obras
VS5A_12,50,Están bien
VS5A_12,89,Otro. ¿Cuál?
VS5A_12,90,Ninguno
VS5A_12,91,No Recuerda
VS5A_12,92,No Sabe / No Responde
VS5A_12,93,No responde
VS5A_12,94,Cualquiera
VS5A_12,95,Todos
VS5A_12,96,No aplica
VS5A_123,1,No hay andenes
VS5A_123,2,Los andenes no están pavimentados
VS5A_123,3,No hay separadores en las calles
VS5A_123,4,Los separadores de las calles no están arborizados/ no tienen zonas verdes
VS5A_123,5,Andenes/ separadores están con huecos
VS5A_123,6,Andenes/ separadores muy estrechos
VS5A_123,7,Andenes/ separadores ocupados por carros
VS5A_123,8,Andenes/ separadores muy sucios
VS5A_123,9,Andenes/ separadores ocupados por vendedores ambulantes
VS5A_123,10,"Andenes/ separadores ocupados por almacenes/ comercio/ talleres, etc."
VS5A_123,11,Las construcciones/ obras dejan desperdicios en los andenes/ separadores
VS5A_123,12,Falta de arborización y antejardines/ antejardines construidos
VS5A_123,13,Falta de canecas en las zonas peatonales (separadores/ andenes)
VS5A_123,14,Los andenes son inseguros por falta de iluminación
VS5A_123,15,Los andenes son inseguros por fallas técnicas / desniveles
VS5A_123,16,No existen andenes adecuados para personas con discapacidad
VS5A_123,17,Los andenes están muy deteriorados / En mal estado
VS5A_123,18,Falta de mantenimiento
VS5A_123,20,Falta pavimentar algunas vías
VS5A_123,23,Falta señalización en algunas vías
VS5A_123,24,Los andenes / Separadores han sido mejorados por los ciudadanos
VS5A_123,25,Los andenes están mal planificados / Mal diseñados
VS5A_123,26,La gente no los cuida
VS5A_123,27,No tiene desagües / Inundación andenes
VS5A_123,28,Están pavimentando la zona verde de los andenes
VS5A_123,29,No se hace mantenimiento a la zona verde de los andenes
VS5A_123,30,Están sin terminar / A medio construir
VS5A_123,31,No hay medidas reglamentarias / Le dan otros usos para bicicletas
VS5A_123,32,Abandono de las autoridades
VS5A_123,33,Están pavimentando la zona verde de los andenes
VS5A_123,89,"Otros, cuáles?"
VS5A_123,90,Ninguno
VS5A_123,91,No Recuerda
VS5A_123,92,No Sabe / No Responde
VS5A_123,93,No responde
VS5A_123,94,Cualquiera
VS5A_123,95,Todos
VS5A_123,96,No aplica
VS5A_3,1,Están en mal estado/ deteriorados/ con huecos
VS5A_3,2,Están obstaculizados por vehículos/ vendedores ambulantes/ pasto/ barro
VS5A_3,3,Falta construir más andenes
VS5A_3,4,Falta construir más separadores
VS5A_3,5,Hay inseguridad/ peligro para los peatones
VS5A_3,6,No hay andenes
VS5A_3,7,No hay por donde caminar/ no hay espacio público
VS5A_3,8,No hay separadores
VS5A_3,9,No les hacen mantenimiento/ falta hacer arreglos/ faltan reparaciones
VS5A_3,10,Son angostos/Son estrechos/Pegados a la calle /Pegados a la casa
VS5A_3,11,Son muy altos/ difíciles para las personas de la tercera edad o con discapacidad
VS5A_3,12,Falta pavimentarlos
VS5A_3,13,Nadie hace nada por mejorarlos
VS5A_3,14,No hay andenes / No hay separadores / Hay el uno pero no el otro
VS5A_3,15,Falta construir más
VS5A_3,16,Los andenes los tiene que hacer el dueño de casa
VS5A_3,17,Las empresas públicas los rompen
VS5A_3,18,Están sucios / Llenos de basura
VS5A_3,19,No son funcionales
VS5A_3,20,No hay separadores
VS5A_3,21,No están bien hechos /  no están bien terminados
VS5A_3,22,Falta organización en las calles / Hay desorden
VS5A_3,23,Los andenes son muy lisos / resbaladizos
VS5A_3,24,Están desnivelados
VS5A_3,25,Cuando llueve se llenan de charcos
VS5A_3,26,Por este sitio no se necesitan
VS5A_3,27,El arreglo de los andenes le corresponde a la administración
VS5A_3,28,Cierran los andenes con rejas
VS5A_3,29,No hay señalización
VS5A_3,30,Hay muchas escaleras
VS5A_3,31,Unos buenos otros dañados
VS5A_3,32,Han mejorado
VS5A_3,50,Están bien / Buen estado
VS5A_3,51,Falta educar a la ciudadanía para el cuidado
VS5A_3,52,Tienen muchos huecos
VS5A_3,89,Otro. ¿Cuál?
VS5A_3,90,Ninguno
VS5A_3,91,No Recuerda
VS5A_3,92,No Sabe / No Responde
VS5A_3,93,No responde
VS5A_3,94,Cualquiera
VS5A_3,95,Todos
VS5A_3,96,No aplica
VS5A_45,1,Están bien/ en buen estado
VS5A_45,2,Los andenes son amplios/ tienen espacio
VS5A_45,3,Permiten el tránsito de personas/ hay por donde desplazarse
VS5A_45,4,Previenen accidentes/ son seguros
VS5A_45,5,Les hacen mantenimiento
VS5A_45,6,Son organizados
VS5A_45,7,Permanecen limpios
VS5A_45,8,Están pavimentados
VS5A_45,9,No hay obstáculos / Respetan los andenes
VS5A_45,10,Suficiente espacio entre anden y casa
VS5A_45,11,Buen servicio / No hay problema
VS5A_45,12,Toda casa tiene su anden
VS5A_45,13,Falta educar a la ciudadanía para el cuidado
VS5A_45,14,Unos buenos otros dañados
VS5A_45,15,Los están arreglando
VS5A_45,16,Tiene buena estructura
VS5A_45,17,Hay inseguridad para los peatones
VS5A_45,18,"Están bien hechos, bien terminados"
VS5A_45,19,Falta organización en las calles
VS5A_45,20,Son bonitos / Lindos
VS5A_45,50,Están en mal estado / deteriorados / Falta arreglarlos
VS5A_45,51,No hay andenes / No hay separadores / Hay el uno pero no el otro
VS5A_45,52,No les hacen mantenimiento
VS5A_45,53,Tienen muchos huecos
VS5A_45,54,Obstaculizados por vehículos / vendedores ambulantes / pasto / barro
VS5A_45,55,Falta construir más andenes/separadores
VS5A_45,56,Son angostos / Pegados a la calle / Pegados a la casa
VS5A_45,57,Los andenes los tiene que hacer el dueño de casa
VS5A_45,58,Las empresas públicas los rompen
VS5A_45,59,Están sucios / Llenos de basura
VS5A_45,60,No son funcionales
VS5A_45,61,Falta pavimentarlos
VS5A_45,62,Nadie hace nada por mejorarlos
VS5A_45,63,Hay andenes bien diseñados
VS5A_45,64,Han mejorado los andenes / Los han arreglado
VS5A_45,65,Son organizados
VS5A_45,66,Hay bastantes andenes
VS5A_45,67,Han construido andenes nuevos
VS5A_45,89,Otro. ¿Cuál?
VS5A_45,90,Ninguna
VS5A_45,91,No Recuerda
VS5A_45,92,No Sabe / No Responde
VS5A_45,93,No responde
VS5A_45,94,Cualquiera
VS5A_45,95,Todos
VS5A_45,96,No aplica
VS5B_*,1,Satisfecho
VS5B_*,2,No satisfecho
VS5B_*,92,No lo conoce
VS5B_1,1,Satisfecho
VS5B_1,2,No satisfecho
VS5B_1,92,No lo conoce
VS5B_2,1,Satisfecho
VS5B_2,2,No satisfecho
VS5B_2,92,No lo conoce
VS5B_3,1,Satisfecho
VS5B_3,2,No satisfecho
VS5B_3,92,No lo conoce
VS5B_4,1,Satisfecho
VS5B_4,2,No satisfecho
VS5B_4,92,No lo conoce
VS5B_5,1,Satisfecho
VS5B_5,2,No satisfecho
VS5B_5,92,No lo conoce
VS5B_6,1,Satisfecho
VS5B_6,2,No satisfecho
VS5B_6,92,No lo conoce
VS5C,1,Muy Malo
VS5C,2,2
VS5C,3,3
VS5C,4,4
VS5C,5,Muy Bueno
VS5C,92,No Sabe / No Responde
VS5C_*,1,No hay andenes
VS5C_*,2,Los andenes no están pavimentados
VS5C_*,3,No hay separadores en las calles
VS5C_*,4,Los separadores de las calles no están arborizados/ no tienen zonas verdes
VS5C_*,5,Andenes/ separadores están con huecos
VS5C_*,6,Andenes/ separadores muy estrechos
VS5C_*,7,Andenes/ separadores ocupados por carros
VS5C_*,8,Andenes/ separadores muy sucios
VS5C_*,9,Andenes/ separadores ocupados por vendedores ambulantes
VS5C_*,10,"Andenes/ separadores ocupados por almacenes/ comercio/ talleres, etc."
VS5C_*,11,Las construcciones/ obras dejan desperdicios en los andenes/ separadores
VS5C_*,12,Falta de arborización y antejardines/ antejardines construidos
VS5C_*,13,Falta de canecas en las zonas peatonales (separadores/ andenes)
VS5C_*,89,Otros cuáles ?
VS5C_123,1,No hay andenes
VS5C_123,2,Los andenes no están pavimentados
VS5C_123,3,No hay separadores en las calles
VS5C_123,4,Los separadores de las calles no están arborizados / No tienen zonas verdes
VS5C_123,5,Andenes / Separadores están con huecos
VS5C_123,6,Andenes / Separadores muy estrechos
VS5C_123,7,Andenes / Separadores ocupados por carros
VS5C_123,8,Andenes / Separadores muy sucios
VS5C_123,9,Andenes / Separadores ocupados por vendedores ambulantes
VS5C_123,10,Andenes / Separadores ocupados por almacenes / Comercio / Talleres etc.
VS5C_123,11,Las construcciones / Obras desperdicios en los andenes / Separadores
VS5C_123,12,Falta de arborización y antejardines construidos
VS5C_123,13,"Falta de canecas en las zonas peatonales ( separadores, andenes)"
VS5C_123,14,Los andenes son inseguros por falta de iluminación
VS5C_123,15,Los andenes son inseguros por fallas técnicas / Desniveles /  Son Peligrosos
VS5C_123,16,No existen andenes adecuados para discapacitados
VS5C_123,17,Los andenes están muy deteriorados / En mal estado
VS5C_123,18,Falta de mantenimiento
VS5C_123,19,Falta de andenes
VS5C_123,20,Falta pavimentar algunas vías
VS5C_123,23,Falta señalización en algunas vías
VS5C_123,24,Los andenes / Separadores han sido mejorados por los Ciudadanos
VS5C_123,25,Los andenes están mal planificados / Mal diseñado
VS5C_123,26,La gente no los cuida
VS5C_123,27,No tiene desagües/ Inundación andenes
VS5C_123,28,Están pavimentando la zona verde de los andenes
VS5C_123,29,No se hace mantenimiento a la zona verde de los andenes
VS5C_123,30,Están sin terminar / A medio construir
VS5C_123,31,"No hay medidas reglamentarias / Le dan otros usos para bicicletas, motos"
VS5C_123,32,Abandono de las autoridades
VS5C_123,33,Las raíces de los árboles están dañando los andenes / Levantan el pavimento
VS5C_123,34,Los andenes están dañados/Torcidos
VS5C_123,89,Otros
VS5C_123,90,Ninguno
VS5C_123,91,No Recuerda
VS5C_123,92,No Sabe / No Responde
VS5C_123,93,No Responde
VS5C_123,94,Cualquiera
VS5C_123,95,Todos
VS5C_123,96,No Aplica
VS5C_123,97,Ningún otro
VS5C_45_*,1,Hay suficientes andenes
VS5C_45_*,2,Los andenes están pavimentados
VS5C_45_*,3,Hay separadores en las calles
VS5C_45_*,4,Los separadores de las calles están arborizados
VS5C_45_*,5,Andenes/separadores están sin huecos
VS5C_45_*,6,Andenes/separadores amplios
VS5C_45_*,7,Andenes/separadores no son ocupados por carros
VS5C_45_*,8,Andenes/separadores muy limpios
VS5C_45_*,9,Andenes/separadores sin vendedores ambulantes
VS5C_45_*,10,Andenes/separadores sin almacenes
VS5C_45_*,11,Las construcciones/obras no dejan desperdicios
VS5C_45_*,12,Suficiente arborización y antejardines
VS5C_45_*,13,Suficientes canecas en las zonas peatonales
VS5C_45_*,14,Suficiente iluminación de andenes
VS5C_45_*,15,Buen diseño técnico de andenes que los hace seguros
VS5C_45_*,16,Los andenes han sido construidos por la comunidad
VS5C_45_*,17,Falta mantenimiento
VS5C_45_*,18,No están todos terminados/Arreglados
VS5C_45_*,19,Andenes deteriorados/Andenes sin pavimentar
VS5C_45_*,20,Andenes/Separadores ocupados por carros/Vendedores
VS5C_45_*,21,Falta aseo
VS5C_45_*,89,Otros
VS5C_45_*,90,Nada
VS5C_45_*,92,No Sabe / No Responde
VS5C_45_*,93,No responde
VS5D,1,Muy Malo
VS5D,2,2
VS5D,3,3
VS5D,4,4
VS5D,5,Muy Bueno
VS5D,92,No Sabe / No Responde
VS6,1,Propia pagando
VS6,2,Propia pagada
VS6,3,Arrendada
VS6,4,Familiar
VS6,5,Invasión
VS6,6,Casa cuidada
VS6,7,En proceso de compra
VS6,8,Propia
VS6,9,Propia auto-construida
VS6,10,"No tiene vivienda propia, vive en arriendo en casa o apartamento"
VS6,11,"No tiene vivienda propia, vive en arriendo en un cuarto"
VS6,12,Tiene vivienda propia pero no vive en ella por inseguridad
VS6,13,Vive en vivienda prestada
VS6,14,Propia pagada (Es que tenga una vivienda a nombre suyo
VS6,15,Propia auto-construida legalizada
VS6,16,Propia auto-construida SIN legalizar
VS6,89,Otra. ¿Cuál?
VS6,90,Ninguna
VS6,91,No Recuerda
VS6,92,No Sabe / No Responde
